ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
001,Universal Bulin,Elite,Universal,DD,100,Light,35,232,23,23,23,116,23,3,116,33,0,0,116
002,Prototype Bulin MKII,Super Rare,Universal,DD,100,Light,35,232,23,23,23,116,23,3,116,33,0,0,116
003,Specialized Bulin Custom MKIII,Ultra Rare,Universal,DD,100,Light,35,232,23,23,23,116,23,3,116,33,0,0,116
004,Dewey,Rare,Eagle Union,DD,72,Light,44,1647,74,185,279,204,0,8,189,184,0,0,189
005,Cassin,Normal,Eagle Union,DD,66,Light,44,1735,76,168,283,204,0,7,190,181,0,0,200
006,Downes,Normal,Eagle Union,DD,63,Light,44,1735,76,168,283,204,0,7,190,181,0,0,200
007,Gridley,Rare,Eagle Union,DD,72,Light,46,1810,73,174,438,205,0,8,201,201,0,0,212
008,Craven,Normal,Eagle Union,DD,72,Light,46,1775,72,171,429,205,0,7,197,192,0,0,212
009,McCall,Normal,Eagle Union,DD,69,Light,43,1724,72,171,429,204,0,7,197,192,0,0,212
010,Maury,Elite,Eagle Union,DD,69,Light,43,1809,76,178,448,248,0,9,207,203,0,0,212
011,Fletcher,Rare,Eagle Union,DD,73,Light,43,2077,85,172,283,201,0,8,197,206,0,0,207
013,Charles Ausburne,Elite,Eagle Union,DD,82,Light,42,2113,87,178,291,199,0,9,215,212,0,0,227
014,Thatcher,Rare,Eagle Union,DD,65,Light,42,2037,85,172,283,199,0,8,209,206,0,0,216
015,Aulick,Normal,Eagle Union,DD,62,Light,42,1998,83,171,279,199,0,7,204,203,0,0,216
016,Foote,Normal,Eagle Union,DD,67,Light,42,1998,83,171,279,199,0,7,197,203,0,0,216
017,Spence,Normal,Eagle Union,DD,20,Light,42,1998,83,171,279,199,0,7,197,203,0,0,216
018,Benson,Rare,Eagle Union,DD,72,Light,45,1826,87,172,320,205,0,8,204,193,0,0,201
019,Laffey,Elite,Eagle Union,DD,18,Light,45,1980,101,176,302,205,0,9,220,199,0,0,224
026,Sims,Rare,Eagle Union,DD,45,Light,42,1815,81,172,286,200,0,8,204,208,0,0,195
027,Hammann,Rare,Eagle Union,DD,47,Light,42,1815,81,172,286,200,0,8,204,208,0,0,195
028,Eldridge,Super Rare,Eagle Union,DD,75,Light,25,1720,81,183,381,264,0,10,231,226,0,0,212
081,Amazon,Rare,Royal Navy,DD,72,Light,44,1370,65,154,360,264,0,8,192,176,0,0,204
082,Acasta,Rare,Royal Navy,DD,43,Light,42,1370,68,154,360,262,0,8,193,173,0,0,189
083,Ardent,Rare,Royal Navy,DD,35,Light,42,1370,68,154,360,262,0,8,193,173,0,0,189
086,Beagle,Normal,Royal Navy,DD,71,Light,42,1349,65,150,355,262,0,7,190,192,0,0,192
087,Bulldog,Normal,Royal Navy,DD,65,Light,42,1349,65,150,355,262,0,7,190,197,0,0,192
088,Comet,Normal,Royal Navy,DD,54,Light,43,1360,68,150,350,262,0,7,190,206,0,0,195
089,Crescent,Normal,Royal Navy,DD,35,Light,43,1360,68,150,350,262,0,7,190,206,0,0,195
090,Cygnet,Normal,Royal Navy,DD,72,Light,43,1360,68,150,350,262,0,7,190,210,0,0,195
091,Foxhound,Normal,Royal Navy,DD,68,Light,42,1373,71,150,350,262,0,7,192,213,0,0,197
092,Fortune,Rare,Royal Navy,DD,68,Light,42,1402,72,154,357,262,0,8,195,218,0,0,197
093,Grenville,Elite,Royal Navy,DD,32,Light,43,1518,85,165,365,262,0,9,201,215,0,0,201
094,Glowworm,Elite,Royal Navy,DD,36,Light,43,1412,79,165,370,262,0,9,201,215,0,0,204
096,Hardy,Elite,Royal Navy,DD,40,Light,43,1518,81,157,374,262,0,9,201,192,0,0,216
100,Hunter,Rare,Royal Navy,DD,24,Light,43,1370,76,156,356,262,0,8,197,187,0,0,209
101,Javelin,Elite,Royal Navy,DD,65,Light,43,1581,80,160,374,262,0,9,207,215,0,0,213
102,Juno,Rare,Royal Navy,DD,40,Light,43,1536,76,156,364,262,0,8,201,210,0,0,213
103,Vampire,Elite,Royal Navy,DD,42,Light,40,1314,71,156,376,245,0,9,197,207,0,0,182
151,Fubuki,Elite,Sakura Empire,DD,34,Light,45,1798,62,146,509,239,0,9,214,195,0,0,201
152,Shirayuki,Elite,Sakura Empire,DD,41,Light,45,1798,68,146,508,244,0,9,214,199,0,0,201
154,Miyuki,Elite,Sakura Empire,DD,10,Light,45,1798,65,146,509,244,0,9,214,192,0,0,201
155,Ayanami,Elite,Sakura Empire,DD,36,Light,45,1798,65,146,509,244,0,9,214,203,0,0,201
159,Akatsuki,Rare,Sakura Empire,DD,45,Light,45,1747,60,150,493,244,0,8,210,190,0,0,195
160,Hibiki,Elite,Sakura Empire,DD,88,Light,45,1798,62,154,524,244,0,9,215,195,0,0,195
161,Ikazuchi,Rare,Sakura Empire,DD,52,Light,45,1747,60,150,493,244,0,8,210,170,0,0,195
162,Inazuma,Rare,Sakura Empire,DD,57,Light,45,1747,60,150,493,244,0,8,210,170,0,0,195
163,Shiratsuyu,Rare,Sakura Empire,DD,41,Light,40,1713,65,150,509,239,0,8,197,165,0,0,200
164,Yuudachi,Super Rare,Sakura Empire,DD,32,Light,40,1828,70,157,545,239,0,10,226,200,0,0,209
165,Shigure,Elite,Sakura Empire,DD,84,Light,40,1763,65,150,524,239,0,9,212,181,0,0,200
166,Yukikaze,Super Rare,Sakura Empire,DD,93,Light,42,2226,68,161,526,241,0,10,223,210,0,0,214
167,Kagerou,Rare,Sakura Empire,DD,25,Light,42,1885,65,150,512,241,0,8,201,189,0,0,201
168,Shiranui,Normal,Sakura Empire,DD,25,Light,42,1848,64,145,502,241,0,7,197,173,0,0,201
170,Nowaki,Elite,Sakura Empire,DD,72,Light,42,2145,65,154,526,239,0,9,210,192,0,0,209
171,Hatsuharu,Rare,Sakura Empire,DD,45,Light,43,1773,59,145,478,241,0,8,196,189,0,0,197
173,Wakaba,Rare,Sakura Empire,DD,36,Light,43,1773,59,145,478,241,0,8,196,189,0,0,197
174,Hatsushimo,Rare,Sakura Empire,DD,51,Light,43,1773,59,145,478,241,0,8,196,189,0,0,197
175,Ariake,Rare,Sakura Empire,DD,34,Light,43,1773,59,145,478,241,0,8,196,189,0,0,197
176,Yuugure,Rare,Sakura Empire,DD,32,Light,44,1619,59,145,478,243,0,8,196,189,0,0,197
177,Kuroshio,Rare,Sakura Empire,DD,34,Light,42,2083,65,150,512,239,0,8,201,189,0,0,201
178,Oyashio,Rare,Sakura Empire,DD,34,Light,42,2083,65,150,512,239,0,8,201,189,0,0,201
233,Z1,Elite,Iron Blood,DD,40,Light,41,2053,65,154,450,186,0,9,207,197,0,0,189
236,Z23,Elite,Iron Blood,DD,65,Light,42,2125,120,150,327,198,0,9,200,201,0,0,192
237,Z25,Elite,Iron Blood,DD,72,Light,43,2116,120,154,327,195,0,9,190,201,0,0,185
253,An Shan,Elite,Dragon Empery,DD,81,Light,45,2277,131,172,228,207,0,9,201,200,0,0,206
254,Fu Shun,Elite,Dragon Empery,DD,51,Light,45,2277,128,174,231,207,0,9,201,200,0,0,203
255,Chang Chun,Elite,Dragon Empery,DD,61,Light,45,2277,131,172,228,207,0,9,200,200,0,0,201
256,Tai Yuan,Elite,Dragon Empery,DD,71,Light,45,2277,128,174,229,207,0,9,200,200,0,0,204
263,Bailey,Rare,Eagle Union,DD,70,Light,44,1826,87,172,320,204,0,8,204,192,0,0,201
264,Z19,Rare,Iron Blood,DD,39,Light,43,2033,68,149,440,186,0,8,201,192,0,0,200
265,Z20,Normal,Iron Blood,DD,71,Light,43,1993,65,145,433,186,0,7,197,189,0,0,200
266,Z21,Normal,Iron Blood,DD,42,Light,43,1993,65,145,433,186,0,7,197,190,0,0,200
267,Z46,Super Rare,Iron Blood,DD,63,Light,43,2595,90,255,452,189,0,10,212,210,0,0,197
268,Shimakaze,Ultra Rare,Sakura Empire,DD,41,Light,48,2362,76,161,602,285,0,12,225,210,0,0,221
269,Kamikaze,Rare,Sakura Empire,DD,86,Light,44,1561,60,139,404,243,0,7,209,203,0,0,201
270,Matsukaze,Rare,Sakura Empire,DD,45,Light,44,1561,59,131,404,239,0,7,203,186,0,0,201
271,Mutsuki,Normal,Sakura Empire,DD,35,Light,44,1487,59,138,427,243,0,7,197,181,0,0,195
272,Kisaragi,Normal,Sakura Empire,DD,15,Light,44,1487,59,138,427,243,0,7,197,179,0,0,195
274,Uzuki,Normal,Sakura Empire,DD,37,Light,44,1487,59,138,427,243,0,7,197,181,0,0,195
276,Minazuki,Normal,Sakura Empire,DD,45,Light,44,1487,59,138,427,243,0,7,197,168,0,0,195
277,Fumizuki,Rare,Sakura Empire,DD,27,Light,44,1516,60,128,438,243,0,8,201,184,0,0,195
278,Nagatsuki,Rare,Sakura Empire,DD,35,Light,44,1516,60,128,438,243,0,8,201,187,0,0,195
280,Mikazuki,Normal,Sakura Empire,DD,40,Light,44,1487,59,138,427,243,0,7,197,182,0,0,195
286,Umikaze,Elite,Sakura Empire,DD,50,Light,40,1682,64,139,494,239,0,9,200,184,0,0,209
287,Yamakaze,Elite,Sakura Empire,DD,35,Light,40,1682,65,139,488,239,0,9,200,187,0,0,209
288,Kawakaze,Super Rare,Sakura Empire,DD,38,Light,40,1830,70,161,545,239,0,10,217,200,0,0,209
293,Kiyonami,Rare,Sakura Empire,DD,46,Light,42,2055,59,138,497,239,0,8,210,184,0,0,213
295,Niizuki,Elite,Sakura Empire,DD,32,Light,39,2445,76,193,370,225,0,9,210,200,0,0,201
296,Harutsuki,Elite,Sakura Empire,DD,61,Light,39,2445,74,194,363,225,0,9,210,207,0,0,207
297,Yoizuki,Elite,Sakura Empire,DD,61,Light,39,2445,74,200,363,225,0,9,210,200,0,0,206
299,Radford,Rare,Eagle Union,DD,80,Light,45,2054,85,172,283,205,0,8,201,206,0,0,216
300,Jenkins,Rare,Eagle Union,DD,81,Light,43,2080,85,172,283,203,0,8,201,206,0,0,216
301,Nicholas,Elite,Eagle Union,DD,80,Light,42,2115,87,178,291,200,0,9,207,212,0,0,216
306,Jupiter,Rare,Royal Navy,DD,52,Light,43,1536,76,156,364,262,0,8,201,210,0,0,213
307,Jersey,Rare,Royal Navy,DD,20,Light,43,1536,76,156,364,262,0,8,201,210,0,0,213
316,Urakaze,Rare,Sakura Empire,DD,27,Light,42,2083,64,149,502,239,0,8,201,165,0,0,201
317,Isokaze,Rare,Sakura Empire,DD,18,Light,42,2083,65,149,502,239,0,8,201,198,0,0,201
318,Hamakaze,Rare,Sakura Empire,DD,58,Light,42,2083,65,150,512,239,0,8,201,187,0,0,201
319,Tanikaze,Rare,Sakura Empire,DD,52,Light,42,2083,65,154,512,239,0,8,197,165,0,0,201
325,Matchless,Elite,Royal Navy,DD,76,Light,43,1683,76,157,394,262,0,9,201,223,0,0,197
326,Musketeer,Elite,Royal Navy,DD,67,Light,43,1683,76,156,400,262,0,9,201,223,0,0,195
331,Asashio,Rare,Sakura Empire,DD,32,Light,42,1937,62,149,508,239,0,8,196,189,0,0,200
332,Ooshio,Rare,Sakura Empire,DD,40,Light,42,1937,62,150,509,239,0,8,196,171,0,0,201
333,Michishio,Rare,Sakura Empire,DD,48,Light,42,1964,62,150,509,239,0,8,197,189,0,0,201
334,Arashio,Rare,Sakura Empire,DD,32,Light,42,1937,62,149,509,239,0,8,197,187,0,0,201
345,Z35,Elite,Iron Blood,DD,35,Light,43,2092,80,182,440,200,0,9,201,203,0,0,198
346,Z18,Rare,Iron Blood,DD,38,Light,43,2033,68,149,440,186,0,8,201,192,0,0,200
347,Le Triomphant,Super Rare,Iris Libre,DD,77,Light,54,2021,131,167,267,266,0,10,207,207,0,0,204
348,Forbin,Rare,Iris Libre,DD,69,Light,39,1377,70,138,409,251,0,8,193,189,0,0,204
351,Le Mars,Rare,Vichya Dominion,DD,24,Light,39,1377,70,138,409,251,0,8,193,187,0,0,204
355,Bush,Rare,Eagle Union,DD,34,Light,42,2054,85,189,282,200,0,8,201,206,0,0,218
359,Le Téméraire,Elite,Iris Libre,DD,41,Light,42,1571,93,172,394,237,0,9,192,187,0,0,207
362,Hobby,Rare,Eagle Union,DD,68,Light,45,1826,87,172,320,205,0,8,204,212,0,0,201
363,Kalk,Rare,Eagle Union,DD,75,Light,45,1826,87,172,320,205,0,8,204,193,0,0,201
365,Hazelwood,Rare,Eagle Union,DD,75,Light,42,2054,85,172,283,200,0,8,197,218,0,0,216
369,Hatakaze,Rare,Sakura Empire,DD,87,Light,44,1561,60,139,404,243,0,7,203,189,0,0,201
