ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
029,Omaha,Normal,Eagle Union,CL,67,Light,35,3312,144,287,210,127,0,8,185,82,0,0,156
030,Raleigh,Normal,Eagle Union,CL,82,Light,35,3312,144,287,210,127,0,8,185,82,0,0,156
031,Brooklyn,Rare,Eagle Union,CL,55,Light,32,3550,166,313,0,106,0,9,183,100,0,0,162
032,Phoenix,Rare,Eagle Union,CL,88,Light,32,3550,166,313,0,106,0,9,183,97,0,0,162
033,Helena,Elite,Eagle Union,CL,33,Light,32,3688,174,323,0,106,0,10,188,111,0,0,180
034,Atlanta,Rare,Eagle Union,CL,12,Light,32,3598,131,431,159,112,0,9,181,190,0,0,173
035,Juneau,Rare,Eagle Union,CL,18,Light,32,3598,131,431,159,112,0,9,181,190,0,0,173
036,San Diego,Super Rare,Eagle Union,CL,85,Light,32,3842,139,458,170,112,0,11,193,204,0,0,173
037,Cleveland,Elite,Eagle Union,CL,71,Light,32,4406,167,330,0,109,0,10,191,102,0,0,168
038,Columbia,Elite,Eagle Union,CL,70,Light,32,4406,170,330,0,109,0,10,190,102,0,0,167
104,Leander,Normal,Royal Navy,CL,44,Light,32,3322,148,328,274,128,0,8,174,127,0,0,149
105,Achilles,Rare,Royal Navy,CL,54,Light,32,3044,166,301,328,114,0,9,177,130,0,0,152
106,Ajax,Rare,Royal Navy,CL,74,Light,32,3044,166,301,328,114,0,9,177,130,0,0,152
107,Dido,Super Rare,Royal Navy,CL,85,Light,32,3831,160,396,180,114,0,11,196,171,0,0,164
110,Southampton,Rare,Royal Navy,CL,32,Light,32,3773,153,314,276,119,0,9,174,105,0,0,161
111,Sheffield,Elite,Royal Navy,CL,78,Light,32,3884,158,358,299,119,0,10,185,89,0,0,164
112,Manchester,Elite,Royal Navy,CL,41,Light,32,3724,143,338,276,126,0,10,177,138,0,0,162
113,Gloucester,Elite,Royal Navy,CL,45,Light,32,3875,158,324,284,119,0,10,178,143,0,0,161
114,Edinburgh,Elite,Royal Navy,CL,37,Light,32,4588,159,320,284,119,0,10,178,102,0,0,164
115,Belfast,Super Rare,Royal Navy,CL,88,Light,32,4062,181,299,344,113,0,11,185,147,0,0,164
116,Arethusa,Rare,Royal Navy,CL,69,Light,32,2896,158,331,274,119,0,9,190,117,0,0,175
117,Galatea,Rare,Royal Navy,CL,26,Light,32,2896,158,331,274,119,0,9,190,94,0,0,175
118,Aurora,Elite,Royal Navy,CL,84,Light,32,2982,164,341,282,119,0,10,197,110,0,0,176
179,Yuubari,Elite,Sakura Empire,CL,53,Light,35,2228,133,314,280,124,0,8,185,85,0,0,143
182,Nagara,Normal,Sakura Empire,CL,36,Light,36,2959,142,284,282,132,0,8,175,85,0,0,149
183,Isuzu,Rare,Sakura Empire,CL,33,Light,36,3289,121,350,223,119,0,9,178,100,0,0,149
184,Natori,Elite,Sakura Empire,CL,43,Light,36,2953,148,316,296,124,0,10,185,143,0,0,149
185,Yura,Elite,Sakura Empire,CL,40,Light,36,2965,148,310,296,124,0,10,185,143,0,0,149
186,Kinu,Elite,Sakura Empire,CL,52,Light,36,2953,150,310,293,124,0,10,183,125,0,0,149
187,Abukuma,Normal,Sakura Empire,CL,43,Light,36,2959,142,284,282,132,0,8,175,94,0,0,149
