ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
039,Pensacola,Normal,Eagle Union,CA,75,Light,26,3290,232,198,0,55,0,9,160,0,0,0,118
040,Salt Lake City,Normal,Eagle Union,CA,71,Light,26,3290,232,198,0,55,0,9,160,0,0,0,118
041,Northampton,Rare,Eagle Union,CA,27,Light,26,3346,240,204,0,53,0,10,167,0,0,0,121
042,Chicago,Rare,Eagle Union,CA,32,Light,26,3393,240,204,0,53,0,10,167,0,0,0,121
043,Houston,Elite,Eagle Union,CA,49,Light,26,3445,246,211,0,53,0,11,172,0,0,0,121
044,Portland,Rare,Eagle Union,CA,78,Medium,26,4565,204,245,0,59,0,10,170,0,0,0,125
045,Indianapolis,Elite,Eagle Union,CA,23,Medium,26,4734,210,252,0,59,0,11,174,0,0,0,125
046,Astoria,Elite,Eagle Union,CA,15,Medium,26,3881,218,226,0,57,0,11,161,0,0,0,122
047,Quincy,Elite,Eagle Union,CA,9,Medium,26,4015,218,230,0,57,0,11,161,0,0,0,125
048,Vincennes,Elite,Eagle Union,CA,12,Medium,26,4015,218,230,0,57,0,11,161,0,0,0,122
049,Wichita,Elite,Eagle Union,CA,70,Light,26,3709,267,222,0,50,0,11,179,0,0,0,131
050,Baltimore,Super Rare,Eagle Union,CA,56,Medium,26,4591,270,260,0,57,0,12,184,0,0,0,136
119,London,Elite,Royal Navy,CA,62,Light,25,3561,223,212,223,67,0,11,165,0,0,0,116
120,Shropshire,Rare,Royal Navy,CA,75,Light,25,3461,218,208,215,67,0,10,160,0,0,0,116
121,Kent,Rare,Royal Navy,CA,71,Light,25,3508,218,208,215,65,0,10,160,0,0,0,116
122,Suffolk,Rare,Royal Navy,CA,72,Light,25,3474,218,208,215,65,0,10,160,0,0,0,116
123,Norfolk,Rare,Royal Navy,CA,69,Medium,25,4621,178,242,141,68,0,10,160,0,0,0,116
124,Dorsetshire,Elite,Royal Navy,CA,33,Medium,25,4755,182,250,245,68,0,10,165,0,0,0,116
125,York,Elite,Royal Navy,CA,15,Medium,25,3676,226,243,193,72,0,11,176,0,0,0,130
126,Exeter,Elite,Royal Navy,CA,49,Medium,25,3705,226,243,193,72,0,11,176,0,0,0,125
190,Furutaka,Normal,Sakura Empire,CA,34,Medium,31,3439,215,161,190,75,0,9,163,0,0,0,111
191,Kako,Normal,Sakura Empire,CA,34,Medium,31,3439,215,161,190,75,0,9,163,0,0,0,111
192,Aoba,Normal,Sakura Empire,CA,52,Medium,32,3527,215,167,190,76,0,9,163,0,0,0,111
193,Kinugasa,Normal,Sakura Empire,CA,65,Medium,32,3527,215,167,190,76,0,9,163,0,0,0,111
195,Chikuma,Super Rare,Sakura Empire,CA,42,Medium,28,4392,263,189,248,75,0,12,181,0,0,0,117
196,Myoukou,Rare,Sakura Empire,CA,62,Medium,32,5220,196,193,150,78,0,10,163,0,0,0,125
197,Nachi,Rare,Sakura Empire,CA,58,Medium,32,5220,196,193,150,78,0,10,163,0,0,0,125
198,Ashigara,Elite,Sakura Empire,CA,60,Medium,28,4162,234,171,223,75,0,11,168,0,0,0,125
199,Haguro,Elite,Sakura Empire,CA,82,Medium,28,4648,239,203,209,76,0,11,163,0,0,0,125
200,Takao,Super Rare,Sakura Empire,CA,65,Medium,31,4295,270,178,245,79,0,12,175,0,0,0,134
201,Atago,Super Rare,Sakura Empire,CA,48,Medium,31,4295,270,178,245,79,0,12,175,0,0,0,134
202,Maya,Super Rare,Sakura Empire,CA,48,Medium,31,4295,270,178,245,79,0,12,175,0,0,0,134
203,Choukai,Super Rare,Sakura Empire,CA,50,Medium,31,4295,261,178,221,79,0,12,175,0,0,0,134
242,Admiral Hipper,Elite,Iron Blood,CA,66,Medium,25,4970,251,189,190,61,0,11,176,0,0,0,128
243,Blücher,Super Rare,Iron Blood,CA,17,Medium,25,4612,289,208,240,61,0,12,182,0,0,0,128
244,Prinz Eugen,Super Rare,Iron Blood,CA,78,Medium,25,6252,226,205,153,62,0,12,182,0,0,0,128
245,Deutschland,Elite,Iron Blood,CA,72,Medium,22,4018,301,154,220,53,0,11,176,0,0,0,131
246,Admiral Graf Spee,Elite,Iron Blood,CA,36,Medium,22,4361,298,154,216,54,0,11,174,0,0,0,125
337,Sussex,Rare,Royal Navy,CA,68,Light,25,3461,203,255,215,71,0,10,160,0,0,0,116
364,Minneapolis,Super Rare,Eagle Union,CA,76,Medium,26,4152,258,248,0,57,0,12,182,0,0,0,128
382,Suzuya,Elite,Sakura Empire,CA,15,Medium,28,4176,237,209,212,80,0,11,179,0,0,0,129
413,Zara,Super Rare,Sardegna Empire,CA,75,Medium,26,4942,252,230,0,57,0,12,182,0,0,0,118
414,Trento,Rare,Sardegna Empire,CA,42,Light,28,3544,232,186,184,71,0,10,160,0,0,0,118
422,Admiral Hipper µ,Elite,Iron Blood,CA,66,Medium,25,4844,251,189,186,61,0,11,176,0,0,0,128
443,Bremerton,Super Rare,Eagle Union,CA,55,Medium,26,4828,267,266,0,57,0,12,184,0,0,0,136
455,Algérie,Super Rare,Vichya Dominion,CA,50,Medium,24,5021,279,244,223,66,0,12,195,0,0,0,137
469,Kumano,Elite,Sakura Empire,CA,10,Medium,27,4141,237,215,212,82,0,11,186,0,0,0,129
478,Baltimore µ,Elite,Eagle Union,CA,56,Medium,26,4646,261,251,0,57,0,11,178,0,0,0,136
479,Roon µ,Super Rare,Iron Blood,CA,0,Medium,26,6055,283,233,215,78,0,12,172,0,0,0,125
483,Prinz Heinrich,Super Rare,Iron Blood,CA,50,Medium,26,5946,310,219,245,66,0,12,182,0,0,0,132
489,Pola,Super Rare,Sardegna Empire,CA,75,Medium,26,4942,252,243,0,57,0,12,182,0,0,0,118
496,Tallinn,Super Rare,Northern Parliament,CA,80,Medium,25,5614,261,221,197,61,0,12,182,0,0,0,148
512,San Francisco,Super Rare,Eagle Union,CA,75,Medium,26,4831,255,226,0,68,0,12,179,0,0,0,136
521,New Orleans,Super Rare,Eagle Union,CA,76,Medium,26,4911,243,266,0,59,0,12,182,0,0,0,136
524,Foch,Elite,Vichya Dominion,CA,45,Medium,32,4030,237,255,255,57,0,11,179,0,0,0,132
527,Prinz Adalbert,Super Rare,Iron Blood,CA,50,Medium,26,6007,299,215,255,66,0,12,182,0,0,0,134
539,Kronshtadt,Ultra Rare,Northern Parliament,CB,50,Medium,24,7286,294,226,0,38,0,15,170,0,0,0,123
542,Trieste,Elite,Sardegna Empire,CA,48,Light,28,3647,239,192,190,71,0,11,165,0,0,0,118
546,Yorck,Elite,Iron Blood,CA,28,Medium,16,4736,229,171,162,64,0,11,174,0,0,0,131
549,Little Prinz Eugen,Elite,Iron Blood,CA,78,Medium,25,6042,226,198,148,60,0,11,176,0,0,0,128
