ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
052,Nevada,Normal,Eagle Union,BB,75,Heavy,20,1153,72,38,0,4,0,4,49,0,0,0,20
053,Oklahoma,Normal,Eagle Union,BB,38,Heavy,20,1153,72,38,0,4,0,4,49,0,0,0,20
054,Pennsylvania,Rare,Eagle Union,BB,72,Heavy,21,1192,74,40,0,4,0,4,50,0,0,0,21
055,Arizona,Elite,Eagle Union,BB,17,Heavy,21,1183,76,41,0,4,0,5,51,0,0,0,21
058,Tennessee,Rare,Eagle Union,BB,51,Heavy,21,1226,74,39,0,4,0,4,51,0,0,0,22
059,California,Rare,Eagle Union,BB,36,Heavy,21,1226,74,39,0,4,0,4,51,0,0,0,22
060,Colorado,Elite,Eagle Union,BB,67,Heavy,21,1241,78,40,0,4,0,5,55,0,0,0,22
061,Maryland,Elite,Eagle Union,BB,70,Heavy,21,1251,77,40,0,4,0,5,54,0,0,0,20
062,West Virginia,Elite,Eagle Union,BB,61,Heavy,21,1241,78,40,0,4,0,5,55,0,0,0,22
063,North Carolina,Super Rare,Eagle Union,BB,81,Heavy,28,1315,82,79,0,7,0,5,58,0,0,0,22
064,Washington,Super Rare,Eagle Union,BB,89,Heavy,28,1353,82,79,0,7,0,5,58,0,0,0,22
065,South Dakota,Super Rare,Eagle Union,BB,76,Heavy,27,1345,80,79,0,7,0,5,58,0,0,0,23
066,Indiana,Super Rare,Eagle Union,BB,62,Heavy,27,1345,82,78,0,7,0,5,58,0,0,0,22
068,New Jersey,Ultra Rare,Eagle Union,BB,72,Heavy,33,1594,87,84,0,9,0,9,62,0,0,0,24
127,Renown,Elite,Royal Navy,BC,85,Medium,32,1022,71,52,0,9,0,4,57,0,0,0,23
128,Repulse,Rare,Royal Navy,BC,28,Medium,31,993,67,50,0,8,0,4,56,0,0,0,22
129,Hood,Super Rare,Royal Navy,BC,38,Medium,31,1485,66,61,0,9,0,5,58,0,0,0,22
130,Queen Elizabeth,Elite,Royal Navy,BB,25,Heavy,24,1250,78,40,0,6,0,5,53,0,0,0,22
131,Warspite,Super Rare,Royal Navy,BB,90,Heavy,24,1298,84,41,0,6,0,5,58,0,0,0,24
132,Nelson,Elite,Royal Navy,BB,66,Heavy,23,1276,79,41,0,6,0,5,55,0,0,0,22
133,Rodney,Elite,Royal Navy,BB,81,Heavy,23,1272,79,41,0,5,0,5,55,0,0,0,22
134,King George V,Super Rare,Royal Navy,BB,77,Heavy,28,1334,82,49,0,7,0,5,57,0,0,0,22
135,Prince of Wales,Super Rare,Royal Navy,BB,19,Heavy,28,1334,82,43,0,7,0,5,57,0,0,0,22
136,Duke of York,Super Rare,Royal Navy,BB,73,Heavy,28,1334,82,42,0,7,0,5,56,0,0,0,22
137,Vanguard,Ultra Rare,Royal Navy,BB,52,Heavy,30,1585,81,82,0,8,0,9,65,0,0,0,25
138,Lion,Ultra Rare,Royal Navy,BB,50,Heavy,28,1483,88,45,0,7,0,9,66,0,0,0,24
149,Erebus,Elite,Royal Navy,BM,91,Light,12,587,52,32,0,11,0,3,53,0,0,0,28
150,Terror,Elite,Royal Navy,BM,19,Light,12,587,52,32,0,11,0,3,53,0,0,0,28
204,Kongou,Elite,Sakura Empire,BC,43,Medium,30,1087,69,51,0,8,0,5,58,0,0,0,22
205,Hiei,Elite,Sakura Empire,BC,37,Medium,30,1087,69,51,0,8,0,5,59,0,0,0,21
206,Haruna,Elite,Sakura Empire,BC,47,Medium,30,1087,68,51,0,8,0,5,58,0,0,0,21
207,Kirishima,Elite,Sakura Empire,BC,37,Medium,30,1087,69,51,0,8,0,5,59,0,0,0,21
208,Fusou,Rare,Sakura Empire,BB,13,Heavy,23,1143,74,41,0,5,0,4,51,0,0,0,20
209,Yamashiro,Rare,Sakura Empire,BB,14,Heavy,23,1208,74,41,0,5,0,4,51,0,0,0,20
210,Ise,Rare,Sakura Empire,BB,60,Heavy,23,1181,76,43,0,5,0,4,52,0,0,0,22
211,Hyuuga,Rare,Sakura Empire,BB,60,Heavy,23,1181,76,43,0,5,0,4,52,0,0,0,22
212,Nagato,Super Rare,Sakura Empire,BB,71,Heavy,25,1345,80,34,0,7,0,5,54,0,0,0,22
213,Mutsu,Elite,Sakura Empire,BB,34,Heavy,25,1309,78,34,0,6,0,5,53,0,0,0,22
214,Kii,Super Rare,Sakura Empire,BB,39,Heavy,28,1317,80,70,53,7,0,5,53,0,0,0,22
215,Tosa,Super Rare,Sakura Empire,BB,12,Heavy,26,1335,81,37,40,7,0,5,53,0,0,0,22
217,Musashi,Ultra Rare,Sakura Empire,BB,33,Heavy,26,1819,91,43,0,7,0,9,57,0,0,0,22
248,Scharnhorst,Elite,Iron Blood,BC,43,Medium,31,1241,69,46,0,9,0,4,58,0,0,0,22
249,Gneisenau,Elite,Iron Blood,BC,64,Medium,31,1241,69,46,0,9,0,4,58,0,0,0,22
250,Bismarck,Super Rare,Iron Blood,BB,32,Heavy,30,1456,82,39,0,8,0,5,56,0,0,0,24
251,Tirpitz,Super Rare,Iron Blood,BB,45,Heavy,30,1477,82,39,40,8,0,5,55,0,0,0,22
320,Mikasa,Super Rare,Sakura Empire,BB,95,Heavy,18,884,63,32,0,3,0,5,60,0,0,0,22
336,Abercrombie,Elite,Royal Navy,BM,38,Light,12,609,53,34,0,11,0,3,54,0,0,0,28
352,Dunkerque,Elite,Vichya Dominion,BC,35,Medium,31,1127,67,42,0,9,0,4,60,0,0,0,24
353,Jean Bart,Super Rare,Vichya Dominion,BB,17,Heavy,32,1334,80,45,0,9,0,5,66,0,0,0,23
354,Massachusetts,Super Rare,Eagle Union,BB,82,Heavy,27,1303,80,79,0,7,0,5,57,0,0,0,24
367,Amagi,Super Rare,Sakura Empire,BC,23,Medium,30,1260,80,35,39,9,0,5,54,0,0,0,21
368,Kaga(BB),Super Rare,Sakura Empire,BB,42,Heavy,26,1376,81,35,40,8,0,5,55,0,0,0,22
383,Hiei-chan,Elite,Sakura Empire,BC,37,Medium,30,1062,68,46,31,9,0,5,59,0,0,0,21
