ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
052,Nevada,Normal,Eagle Union,BB,75,Heavy,20,7140,383,206,0,26,0,12,134,0,0,0,70
053,Oklahoma,Normal,Eagle Union,BB,38,Heavy,20,7121,383,206,0,26,0,12,134,0,0,0,70
054,Pennsylvania,Rare,Eagle Union,BB,72,Heavy,21,7366,395,217,0,28,0,13,139,0,0,0,72
055,Arizona,Elite,Eagle Union,BB,17,Heavy,21,7307,405,223,0,28,0,14,141,0,0,0,72
058,Tennessee,Rare,Eagle Union,BB,51,Heavy,21,7561,396,215,0,29,0,13,141,0,0,0,71
059,California,Rare,Eagle Union,BB,36,Heavy,21,7561,396,215,0,29,0,13,141,0,0,0,71
060,Colorado,Elite,Eagle Union,BB,67,Heavy,21,7633,415,221,0,31,0,14,151,0,0,0,71
061,Maryland,Elite,Eagle Union,BB,70,Heavy,21,7692,410,221,0,31,0,14,148,0,0,0,66
062,West Virginia,Elite,Eagle Union,BB,61,Heavy,21,7633,415,221,0,31,0,14,151,0,0,0,72
063,North Carolina,Super Rare,Eagle Union,BB,81,Heavy,28,8038,426,409,0,34,0,15,161,0,0,0,72
064,Washington,Super Rare,Eagle Union,BB,89,Heavy,28,8271,426,409,0,34,0,15,161,0,0,0,72
065,South Dakota,Super Rare,Eagle Union,BB,76,Heavy,27,8221,419,409,0,34,0,15,161,0,0,0,74
066,Indiana,Super Rare,Eagle Union,BB,62,Heavy,27,8221,428,403,0,34,0,15,172,0,0,0,72
068,New Jersey,Ultra Rare,Eagle Union,BB,72,Heavy,33,9745,453,438,0,40,0,17,172,0,0,0,76
127,Renown,Elite,Royal Navy,BC,85,Medium,32,6356,381,282,0,38,0,13,158,0,0,0,74
128,Repulse,Rare,Royal Navy,BC,28,Medium,31,6176,359,274,0,37,0,12,155,0,0,0,70
129,Hood,Super Rare,Royal Navy,BC,38,Medium,31,8637,347,330,0,38,0,14,161,0,0,0,70
130,Queen Elizabeth,Elite,Royal Navy,BB,25,Heavy,24,7690,408,217,0,34,0,14,147,0,0,0,70
131,Warspite,Super Rare,Royal Navy,BB,90,Heavy,24,7968,431,224,0,34,0,15,161,0,0,0,78
132,Nelson,Elite,Royal Navy,BB,66,Heavy,23,7836,412,223,0,34,0,14,151,0,0,0,72
133,Rodney,Elite,Royal Navy,BB,81,Heavy,23,7811,412,223,0,32,0,14,151,0,0,0,72
134,King George V,Super Rare,Royal Navy,BB,77,Heavy,28,8159,428,270,0,36,0,15,158,0,0,0,72
135,Prince of Wales,Super Rare,Royal Navy,BB,19,Heavy,28,8155,428,235,0,36,0,15,158,0,0,0,71
136,Duke of York,Super Rare,Royal Navy,BB,73,Heavy,28,8155,426,230,0,36,0,15,155,0,0,0,72
137,Vanguard,Ultra Rare,Royal Navy,BB,52,Heavy,30,9690,422,435,0,39,0,17,178,0,0,0,80
138,Lion,Ultra Rare,Royal Navy,BB,50,Heavy,28,8625,463,246,0,58,0,17,181,0,0,0,69
149,Erebus,Elite,Royal Navy,BM,91,Light,12,3731,286,175,0,63,0,10,147,0,0,0,83
150,Terror,Elite,Royal Navy,BM,19,Light,12,3731,286,175,0,63,0,10,147,0,0,0,83
204,Kongou,Elite,Sakura Empire,BC,43,Medium,30,6762,372,279,0,38,0,14,161,0,0,0,72
205,Hiei,Elite,Sakura Empire,BC,37,Medium,30,6762,372,279,0,38,0,14,162,0,0,0,70
206,Haruna,Elite,Sakura Empire,BC,47,Medium,30,6762,365,279,0,38,0,14,161,0,0,0,70
207,Kirishima,Elite,Sakura Empire,BC,37,Medium,30,6762,372,279,0,38,0,14,162,0,0,0,70
208,Fusou,Rare,Sakura Empire,BB,13,Heavy,23,7081,395,227,0,32,0,13,140,0,0,0,68
209,Yamashiro,Rare,Sakura Empire,BB,14,Heavy,23,7482,395,227,0,32,0,13,140,0,0,0,68
210,Ise,Rare,Sakura Empire,BB,60,Heavy,23,7294,403,234,0,32,0,13,143,0,0,0,72
211,Hyuuga,Rare,Sakura Empire,BB,60,Heavy,23,7294,403,234,0,32,0,13,143,0,0,0,72
212,Nagato,Super Rare,Sakura Empire,BB,71,Heavy,25,8311,424,186,0,38,0,15,148,0,0,0,72
213,Mutsu,Elite,Sakura Empire,BB,34,Heavy,25,8084,415,189,0,36,0,14,147,0,0,0,73
214,Kii,Super Rare,Sakura Empire,BB,39,Heavy,28,8134,426,375,287,38,0,15,147,0,0,0,73
215,Tosa,Super Rare,Sakura Empire,BB,12,Heavy,26,8248,429,204,220,38,0,15,147,0,0,0,73
217,Musashi,Ultra Rare,Sakura Empire,BB,33,Heavy,26,11117,479,234,0,38,0,17,156,0,0,0,74
248,Scharnhorst,Elite,Iron Blood,BC,43,Medium,31,7632,371,253,156,40,0,13,160,0,0,0,68
249,Gneisenau,Elite,Iron Blood,BC,64,Medium,31,7632,371,253,156,40,0,13,160,0,0,0,68
250,Bismarck,Super Rare,Iron Blood,BB,32,Heavy,30,8970,428,212,0,34,0,15,155,0,0,0,75
251,Tirpitz,Super Rare,Iron Blood,BB,45,Heavy,30,8592,428,212,220,34,0,15,152,0,0,0,69
320,Mikasa,Super Rare,Sakura Empire,BB,95,Heavy,18,5501,339,176,0,26,0,14,166,0,0,0,74
336,Abercrombie,Elite,Royal Navy,BM,38,Light,12,3869,290,186,0,63,0,10,150,0,0,0,83
352,Dunkerque,Elite,Vichya Dominion,BC,35,Medium,31,6950,362,232,0,43,0,13,166,0,0,0,73
