ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
039,Pensacola,Normal,Eagle Union,CA,75,Light,26,3366,235,202,0,57,0,9,162,0,0,0,121
040,Salt Lake City,Normal,Eagle Union,CA,71,Light,26,3366,235,202,0,57,0,9,162,0,0,0,121
041,Northampton,Rare,Eagle Union,CA,27,Light,26,3424,243,209,0,55,0,10,169,0,0,0,125
042,Chicago,Rare,Eagle Union,CA,32,Light,26,3471,243,209,0,55,0,10,169,0,0,0,125
043,Houston,Elite,Eagle Union,CA,49,Light,26,3525,250,215,0,55,0,11,174,0,0,0,125
044,Portland,Rare,Eagle Union,CA,78,Medium,26,4671,207,251,0,61,0,10,172,0,0,0,129
045,Indianapolis,Elite,Eagle Union,CA,23,Medium,26,4843,213,257,0,61,0,11,177,0,0,0,129
046,Astoria,Elite,Eagle Union,CA,15,Medium,26,3971,221,231,0,59,0,11,163,0,0,0,125
047,Quincy,Elite,Eagle Union,CA,9,Medium,26,4107,221,235,0,59,0,11,163,0,0,0,129
048,Vincennes,Elite,Eagle Union,CA,12,Medium,26,4107,221,235,0,59,0,11,163,0,0,0,125
049,Wichita,Elite,Eagle Union,CA,70,Light,26,3795,271,227,0,51,0,11,182,0,0,0,135
050,Baltimore,Super Rare,Eagle Union,CA,56,Medium,26,4697,274,266,0,59,0,12,186,0,0,0,139
119,London,Elite,Royal Navy,CA,62,Light,25,3644,226,217,226,69,0,11,167,0,0,0,120
120,Shropshire,Rare,Royal Navy,CA,75,Light,25,3542,221,212,218,69,0,10,162,0,0,0,120
121,Kent,Rare,Royal Navy,CA,71,Light,25,3589,221,212,218,67,0,10,162,0,0,0,120
122,Suffolk,Rare,Royal Navy,CA,72,Light,25,3554,221,212,218,67,0,10,162,0,0,0,120
123,Norfolk,Rare,Royal Navy,CA,69,Medium,25,4727,180,247,143,71,0,10,162,0,0,0,120
124,Dorsetshire,Elite,Royal Navy,CA,33,Medium,25,4865,185,255,248,71,0,10,167,0,0,0,120
125,York,Elite,Royal Navy,CA,15,Medium,25,3761,229,248,196,75,0,11,178,0,0,0,134
126,Exeter,Elite,Royal Navy,CA,49,Medium,25,3791,229,248,196,75,0,11,178,0,0,0,129
190,Furutaka,Normal,Sakura Empire,CA,34,Medium,31,3518,218,164,193,78,0,9,166,0,0,0,114
191,Kako,Normal,Sakura Empire,CA,34,Medium,31,3518,218,164,193,78,0,9,166,0,0,0,114
192,Aoba,Normal,Sakura Empire,CA,52,Medium,32,3610,218,171,193,78,0,9,166,0,0,0,114
193,Kinugasa,Normal,Sakura Empire,CA,65,Medium,32,3610,218,171,193,78,0,9,166,0,0,0,114
195,Chikuma,Super Rare,Sakura Empire,CA,42,Medium,28,4493,266,193,251,78,0,12,183,0,0,0,120
196,Myoukou,Rare,Sakura Empire,CA,62,Medium,32,5339,199,198,152,80,0,10,166,0,0,0,128
197,Nachi,Rare,Sakura Empire,CA,58,Medium,32,5339,199,198,152,80,0,10,166,0,0,0,128
198,Ashigara,Elite,Sakura Empire,CA,60,Medium,28,4256,237,174,226,78,0,11,171,0,0,0,128
199,Haguro,Elite,Sakura Empire,CA,82,Medium,28,4754,242,208,212,78,0,11,166,0,0,0,128
200,Takao,Super Rare,Sakura Empire,CA,65,Medium,31,4394,274,182,248,82,0,12,177,0,0,0,137
201,Atago,Super Rare,Sakura Empire,CA,48,Medium,31,4394,274,182,248,82,0,12,177,0,0,0,137
202,Maya,Super Rare,Sakura Empire,CA,48,Medium,31,4394,274,182,248,82,0,12,177,0,0,0,137
203,Choukai,Super Rare,Sakura Empire,CA,50,Medium,31,4394,265,182,224,82,0,12,177,0,0,0,137
242,Admiral Hipper,Elite,Iron Blood,CA,66,Medium,25,5083,254,193,193,64,0,11,178,0,0,0,131
243,Blücher,Super Rare,Iron Blood,CA,17,Medium,25,4717,293,213,244,63,0,12,185,0,0,0,131
244,Prinz Eugen,Super Rare,Iron Blood,CA,78,Medium,25,6394,230,209,155,64,0,12,185,0,0,0,131
245,Deutschland,Elite,Iron Blood,CA,72,Medium,22,4111,305,157,223,55,0,11,178,0,0,0,135
246,Admiral Graf Spee,Elite,Iron Blood,CA,36,Medium,22,4462,301,157,219,56,0,11,177,0,0,0,129
337,Sussex,Rare,Royal Navy,CA,68,Light,25,3542,205,261,218,74,0,10,162,0,0,0,120
364,Minneapolis,Super Rare,Eagle Union,CA,76,Medium,26,4248,262,253,0,59,0,12,185,0,0,0,131
382,Suzuya,Elite,Sakura Empire,CA,15,Medium,28,4273,240,213,215,83,0,11,182,0,0,0,132
413,Zara,Super Rare,Sardegna Empire,CA,75,Medium,26,5056,256,234,0,59,0,12,185,0,0,0,121
414,Trento,Rare,Sardegna Empire,CA,42,Light,28,3626,235,190,186,73,0,10,162,0,0,0,121
