ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
029,Omaha,Normal,Eagle Union,CL,67,Light,35,3237,142,281,207,124,0,8,182,81,0,0,151
030,Raleigh,Normal,Eagle Union,CL,82,Light,35,3237,142,281,207,124,0,8,182,81,0,0,151
031,Brooklyn,Rare,Eagle Union,CL,55,Light,32,3470,164,307,0,103,0,9,181,99,0,0,158
032,Phoenix,Rare,Eagle Union,CL,88,Light,32,3470,164,307,0,103,0,9,181,95,0,0,158
033,Helena,Elite,Eagle Union,CL,33,Light,32,3604,171,316,0,103,0,10,186,109,0,0,175
034,Atlanta,Rare,Eagle Union,CL,12,Light,32,3517,129,422,157,109,0,9,179,187,0,0,168
035,Juneau,Rare,Eagle Union,CL,18,Light,32,3517,129,422,157,109,0,9,179,187,0,0,168
036,San Diego,Super Rare,Eagle Union,CL,85,Light,32,3756,137,449,168,109,0,11,190,201,0,0,168
037,Cleveland,Elite,Eagle Union,CL,71,Light,32,4307,165,323,0,106,0,10,189,100,0,0,163
038,Columbia,Elite,Eagle Union,CL,70,Light,32,4307,168,323,0,106,0,10,187,100,0,0,163
104,Leander,Normal,Royal Navy,CL,44,Light,32,3247,146,321,270,124,0,8,172,125,0,0,145
105,Achilles,Rare,Royal Navy,CL,54,Light,32,2974,163,295,324,111,0,9,175,128,0,0,148
106,Ajax,Rare,Royal Navy,CL,74,Light,32,2974,163,295,324,111,0,9,175,128,0,0,148
107,Dido,Super Rare,Royal Navy,CL,85,Light,32,3744,157,387,178,111,0,11,193,168,0,0,160
110,Southampton,Rare,Royal Navy,CL,32,Light,32,3688,151,307,273,115,0,9,172,103,0,0,157
111,Sheffield,Elite,Royal Navy,CL,78,Light,32,3796,156,351,295,115,0,10,182,87,0,0,160
112,Manchester,Elite,Royal Navy,CL,41,Light,32,3641,141,331,273,122,0,10,174,136,0,0,158
113,Gloucester,Elite,Royal Navy,CL,45,Light,32,3789,156,317,281,115,0,10,176,141,0,0,157
114,Edinburgh,Elite,Royal Navy,CL,37,Light,32,4486,157,313,281,115,0,10,176,101,0,0,160
115,Belfast,Super Rare,Royal Navy,CL,88,Light,32,3970,179,293,340,110,0,11,182,144,0,0,160
116,Arethusa,Rare,Royal Navy,CL,69,Light,32,2830,156,324,270,115,0,9,187,115,0,0,170
117,Galatea,Rare,Royal Navy,CL,26,Light,32,2830,156,324,270,115,0,9,187,92,0,0,170
118,Aurora,Elite,Royal Navy,CL,84,Light,32,2914,162,334,279,115,0,10,195,109,0,0,172
179,Yuubari,Elite,Sakura Empire,CL,53,Light,35,2177,131,307,276,120,0,8,182,84,0,0,140
182,Nagara,Normal,Sakura Empire,CL,36,Light,36,2891,140,278,279,128,0,8,173,84,0,0,145
183,Isuzu,Rare,Sakura Empire,CL,33,Light,36,3214,120,343,220,115,0,9,176,99,0,0,145
184,Natori,Elite,Sakura Empire,CL,43,Light,36,2886,146,309,292,120,0,10,182,141,0,0,145
185,Yura,Elite,Sakura Empire,CL,40,Light,36,2898,146,303,292,120,0,10,182,141,0,0,145
186,Kinu,Elite,Sakura Empire,CL,52,Light,36,2886,148,304,289,120,0,10,181,123,0,0,145
187,Abukuma,Normal,Sakura Empire,CL,43,Light,36,2891,140,278,279,128,0,8,173,92,0,0,145
188,Mogami,Elite,Sakura Empire,CL,14,Medium,29,4015,201,186,186,82,0,11,189,45,0,0,149
189,Mikuma,Elite,Sakura Empire,CL,13,Medium,29,4015,201,186,187,82,0,11,189,45,0,0,149
238,Königsberg,Normal,Iron Blood,CL,42,Light,32,3372,152,334,273,122,0,8,175,104,0,0,153
239,Karlsruhe,Normal,Iron Blood,CL,39,Light,32,3372,152,334,273,122,0,8,175,87,0,0,153
240,Köln,Normal,Iron Blood,CL,62,Light,32,3372,152,334,273,122,0,8,175,105,0,0,153
241,Leipzig,Rare,Iron Blood,CL,67,Light,32,3495,148,347,270,117,0,9,186,99,0,0,158
257,Yat Sen,Elite,Dragon Empery,CL,64,Light,19,1884,120,347,0,91,0,10,182,55,0,0,146
258,Ning Hai,Elite,Dragon Empery,CL,51,Light,23,1982,146,289,234,85,0,10,182,76,0,0,152
259,Ping Hai,Elite,Dragon Empery,CL,47,Light,21,1950,146,257,234,83,0,10,182,76,0,0,155
262,Avrora,Super Rare,Northern Parliament,CL,55,Medium,19,3372,104,160,223,91,0,11,150,57,0,0,130
303,Richmond,Normal,Eagle Union,CL,69,Light,35,3237,142,281,207,124,0,8,182,92,0,0,151
304,Honolulu,Rare,Eagle Union,CL,50,Light,32,3470,164,307,0,103,0,9,181,99,0,0,158
305,St. Louis,Elite,Eagle Union,CL,65,Light,32,3604,171,316,0,103,0,10,186,101,0,0,166
308,Sendai,Rare,Sakura Empire,CL,42,Light,35,2540,150,276,327,124,0,9,186,107,0,0,151
309,Jintsuu,Elite,Sakura Empire,CL,38,Light,35,2615,156,285,337,124,0,10,192,99,0,0,151
310,Naka,Rare,Sakura Empire,CL,53,Light,35,2540,151,286,337,124,0,9,186,104,0,0,151
321,Agano,Elite,Sakura Empire,CL,21,Light,35,3159,148,323,353,119,0,10,168,79,0,0,148
322,Noshiro,Super Rare,Sakura Empire,CL,55,Light,35,3278,175,334,373,119,0,11,181,97,0,0,171
324,Sakawa,Super Rare,Sakura Empire,CL,74,Light,35,3374,170,334,377,130,0,11,179,101,0,0,175
327,Fiji,Rare,Royal Navy,CL,11,Light,32,3587,159,255,269,115,0,9,182,117,0,0,172
328,Jamaica,Rare,Royal Navy,CL,67,Light,32,3636,157,329,269,115,0,9,182,123,0,0,170
