ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
039,Pensacola,Normal,Eagle Union,CA,75,Light,26,563,43,37,0,9,0,2,59,0,0,0,39
040,Salt Lake City,Normal,Eagle Union,CA,71,Light,26,563,43,37,0,9,0,2,59,0,0,0,39
041,Northampton,Rare,Eagle Union,CA,27,Light,26,573,44,38,0,9,0,3,61,0,0,0,40
042,Chicago,Rare,Eagle Union,CA,32,Light,26,581,44,38,0,9,0,3,61,0,0,0,40
043,Houston,Elite,Eagle Union,CA,49,Light,26,590,45,39,0,9,0,3,63,0,0,0,40
044,Portland,Rare,Eagle Union,CA,78,Medium,26,788,38,46,0,10,0,3,62,0,0,0,41
045,Indianapolis,Elite,Eagle Union,CA,23,Medium,26,818,39,47,0,10,0,3,64,0,0,0,41
046,Astoria,Elite,Eagle Union,CA,15,Medium,26,670,40,42,0,9,0,3,59,0,0,0,40
047,Quincy,Elite,Eagle Union,CA,9,Medium,26,693,40,43,0,9,0,3,59,0,0,0,41
048,Vincennes,Elite,Eagle Union,CA,12,Medium,26,693,40,43,0,9,0,3,59,0,0,0,40
049,Wichita,Elite,Eagle Union,CA,70,Light,26,638,49,41,0,9,0,3,66,0,0,0,43
050,Baltimore,Super Rare,Eagle Union,CA,56,Medium,26,793,50,49,0,9,0,4,68,0,0,0,45
119,London,Elite,Royal Navy,CA,62,Light,25,607,41,40,41,9,0,3,61,0,0,0,38
120,Shropshire,Rare,Royal Navy,CA,75,Light,25,590,40,39,40,9,0,3,59,0,0,0,38
121,Kent,Rare,Royal Navy,CA,71,Light,25,598,40,39,40,8,0,3,59,0,0,0,38
122,Suffolk,Rare,Royal Navy,CA,72,Light,25,595,40,39,40,8,0,3,59,0,0,0,38
123,Norfolk,Rare,Royal Navy,CA,69,Medium,25,798,33,45,26,9,0,3,59,0,0,0,38
124,Dorsetshire,Elite,Royal Navy,CA,33,Medium,25,821,34,47,45,9,0,3,61,0,0,0,38
125,York,Elite,Royal Navy,CA,15,Medium,25,629,42,45,36,9,0,3,65,0,0,0,43
126,Exeter,Elite,Royal Navy,CA,49,Medium,25,634,42,45,36,9,0,3,65,0,0,0,43
190,Furutaka,Normal,Sakura Empire,CA,34,Medium,31,589,40,30,35,13,0,2,60,0,0,0,38
191,Kako,Normal,Sakura Empire,CA,34,Medium,31,589,40,30,35,13,0,2,60,0,0,0,38
192,Aoba,Normal,Sakura Empire,CA,52,Medium,32,601,40,31,35,13,0,2,60,0,0,0,38
193,Kinugasa,Normal,Sakura Empire,CA,65,Medium,32,601,40,31,35,13,0,2,60,0,0,0,38
195,Chikuma,Super Rare,Sakura Empire,CA,42,Medium,28,755,49,35,46,13,0,4,66,0,0,0,40
196,Myoukou,Rare,Sakura Empire,CA,62,Medium,32,918,36,36,28,14,0,3,60,0,0,0,43
197,Nachi,Rare,Sakura Empire,CA,58,Medium,32,918,36,36,28,14,0,3,60,0,0,0,43
198,Ashigara,Elite,Sakura Empire,CA,60,Medium,28,732,43,32,41,13,0,3,62,0,0,0,43
199,Haguro,Elite,Sakura Empire,CA,82,Medium,28,817,44,38,39,13,0,3,60,0,0,0,43
200,Takao,Super Rare,Sakura Empire,CA,65,Medium,31,738,50,33,45,13,0,4,64,0,0,0,46
201,Atago,Super Rare,Sakura Empire,CA,48,Medium,31,738,50,33,45,13,0,4,64,0,0,0,46
202,Maya,Super Rare,Sakura Empire,CA,48,Medium,31,738,50,33,45,13,0,4,64,0,0,0,46
203,Choukai,Super Rare,Sakura Empire,CA,50,Medium,31,738,48,33,41,13,0,4,64,0,0,0,46
242,Admiral Hipper,Elite,Iron Blood,CA,66,Medium,25,874,46,35,35,9,0,3,65,0,0,0,44
243,Blücher,Super Rare,Iron Blood,CA,17,Medium,25,811,54,39,44,9,0,4,67,0,0,0,44
244,Prinz Eugen,Super Rare,Iron Blood,CA,78,Medium,25,1099,43,38,28,9,0,4,67,0,0,0,44
245,Deutschland,Elite,Iron Blood,CA,72,Medium,22,691,56,29,41,7,0,3,65,0,0,0,45
246,Admiral Graf Spee,Elite,Iron Blood,CA,36,Medium,22,750,55,29,40,7,0,3,64,0,0,0,43
337,Sussex,Rare,Royal Navy,CA,68,Light,25,590,37,48,40,9,0,3,59,0,0,0,38
364,Minneapolis,Super Rare,Eagle Union,CA,76,Medium,26,717,48,46,0,9,0,4,67,0,0,0,42
382,Suzuya,Elite,Sakura Empire,CA,15,Medium,28,718,44,39,39,13,0,3,66,0,0,0,44
413,Zara,Super Rare,Sardegna Empire,CA,75,Medium,26,853,47,43,0,9,0,4,67,0,0,0,39
414,Trento,Rare,Sardegna Empire,CA,42,Light,28,612,43,35,34,10,0,3,59,0,0,0,39
422,Admiral Hipper µ,Elite,Iron Blood,CA,66,Medium,25,833,46,35,34,9,0,3,65,0,0,0,44
443,Bremerton,Super Rare,Eagle Union,CA,55,Medium,26,834,49,50,0,9,0,4,68,0,0,0,45
455,Algérie,Super Rare,Vichya Dominion,CA,50,Medium,24,867,52,45,41,11,0,4,72,0,0,0,47
469,Kumano,Elite,Sakura Empire,CA,10,Medium,27,712,44,40,39,14,0,3,68,0,0,0,44
478,Baltimore µ,Elite,Eagle Union,CA,56,Medium,26,802,48,47,0,9,0,3,65,0,0,0,45
479,Roon µ,Super Rare,Iron Blood,CA,0,Medium,26,1041,53,43,40,15,0,4,63,0,0,0,43
483,Prinz Heinrich,Super Rare,Iron Blood,CA,50,Medium,26,1022,58,41,45,11,0,4,67,0,0,0,45
489,Pola,Super Rare,Sardegna Empire,CA,75,Medium,26,853,47,45,0,9,0,4,67,0,0,0,39
496,Tallinn,Super Rare,Northern Parliament,CA,80,Medium,25,987,48,41,36,9,0,4,67,0,0,0,51
512,San Francisco,Super Rare,Eagle Union,CA,75,Medium,26,834,47,42,0,13,0,4,66,0,0,0,45
521,New Orleans,Super Rare,Eagle Union,CA,76,Medium,26,848,45,50,0,10,0,4,67,0,0,0,45
524,Foch,Elite,Vichya Dominion,CA,45,Medium,32,693,44,48,47,9,0,3,66,0,0,0,45
527,Prinz Adalbert,Super Rare,Iron Blood,CA,50,Medium,26,1033,56,40,47,11,0,4,67,0,0,0,46
539,Kronshtadt,Ultra Rare,Northern Parliament,CB,50,Medium,24,1247,54,42,0,11,0,8,62,0,0,0,43
542,Trieste,Elite,Sardegna Empire,CA,48,Light,28,630,44,36,35,10,0,3,61,0,0,0,39
546,Yorck,Elite,Iron Blood,CA,28,Medium,16,814,42,32,30,11,0,3,64,0,0,0,45
549,Little Prinz Eugen,Elite,Iron Blood,CA,78,Medium,25,1039,42,37,27,9,0,3,65,0,0,0,44
552,Little Cheshire,Elite,Royal Navy,CA,0,Medium,27,753,46,76,36,6,0,3,52,0,0,0,41
560,Bolzano,Elite,Sardegna Empire,CA,46,Light,28,762,43,42,29,14,0,3,62,0,0,0,39
568,Little Spee,Elite,Iron Blood,CA,36,Medium,22,740,56,29,41,7,0,3,64,0,0,0,43
575,Northampton II,Super Rare,Eagle Union,CA,80,Medium,26,804,47,55,0,9,0,4,69,0,0,0,45
586,Kursk,Super Rare,Northern Parliament,CA,10,Light,30,840,52,23,39,11,0,4,69,0,0,0,53
597,Gorizia,Super Rare,Sardegna Empire,CA,85,Medium,26,853,47,42,0,9,0,4,64,0,0,0,39
600,Suffren,Elite,Iris Libre,CA,69,Medium,25,690,45,48,46,9,0,3,66,0,0,0,45
605,Unzen,Ultra Rare,Sakura Empire,CA,70,Medium,24,805,55,42,55,13,0,8,70,0,0,0,49
616,Guam,Ultra Rare,Eagle Union,CB,51,Medium,26,1233,55,87,0,13,0,8,62,0,0,0,47
619,Louisville,Elite,Eagle Union,CA,85,Light,26,590,49,41,0,9,0,3,64,0,0,0,43
632,Devonshire,Elite,Royal Navy,CA,75,Light,25,610,42,41,40,9,0,3,62,0,0,0,37
634,Prinz Eugen µ,Super Rare,Iron Blood,CA,78,Medium,25,1087,53,33,44,9,0,4,68,0,0,0,45
640,Friedrich Carl,Super Rare,Iron Blood,CA,50,Medium,26,1024,55,45,47,11,0,4,67,0,0,0,46
643,Brennus,Super Rare,Iris Libre,CA,50,Medium,26,903,53,46,41,11,0,4,72,0,0,0,48
654,Dupleix,Elite,Vichya Dominion,CA,60,Medium,25,694,45,48,45,9,0,3,67,0,0,0,45
655,Pittsburgh,Super Rare,Eagle Union,CA,72,Medium,26,867,47,63,0,9,0,4,68,0,0,0,45
674,Chien Wu,Super Rare,Dragon Empery,CA,54,Medium,28,721,27,21,47,22,0,4,57,0,0,0,55
693,Little Anchorage,Elite,Eagle Union,CA,0,Medium,26,1060,45,41,38,10,0,3,57,0,0,0,45
697,Little Ägir,Elite,Iron Blood,CB,0,Heavy,26,1147,39,39,31,11,0,3,51,0,0,0,38
700,Duquesne,Elite,Iris Libre,CA,77,Light,27,563,48,44,33,28,0,3,70,0,0,0,48
