ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
070,Long Island,Rare,Eagle Union,CVL,68,Medium,16,4691,0,257,0,66,281,10,182,100,0,0,86
071,Bogue,Normal,Eagle Union,CVL,78,Medium,18,3953,0,252,0,67,279,9,179,148,0,0,86
072,Langley,Normal,Eagle Union,CVL,32,Medium,15,4460,0,245,0,80,204,9,123,95,0,0,81
073,Lexington,Elite,Eagle Union,CV,35,Medium,33,6912,0,303,0,57,397,12,110,0,0,0,92
074,Saratoga,Elite,Eagle Union,CV,66,Medium,33,6912,0,303,0,57,397,12,110,0,0,0,92
075,Ranger,Normal,Eagle Union,CVL,71,Medium,29,4779,0,248,0,73,240,9,131,107,0,0,90
076,Yorktown,Elite,Eagle Union,CV,39,Medium,32,5797,0,317,0,55,396,12,121,0,0,0,96
077,Enterprise,Super Rare,Eagle Union,CV,93,Medium,32,6193,0,329,0,62,430,13,132,0,0,0,107
078,Hornet,Elite,Eagle Union,CV,15,Medium,32,5823,0,307,0,55,401,12,121,0,0,0,96
079,Wasp,Rare,Eagle Union,CV,20,Medium,29,4894,0,272,0,51,330,11,117,0,0,0,88
140,Hermes,Normal,Royal Navy,CVL,41,Medium,25,4158,0,247,0,67,281,9,173,104,0,0,81
142,Unicorn,Elite,Royal Navy,CVL,78,Medium,24,5337,0,268,0,66,307,11,181,109,0,0,84
143,Eagle,Elite,Royal Navy,CV,40,Medium,24,6193,215,307,0,47,370,12,112,0,0,0,90
144,Ark Royal,Elite,Royal Navy,CV,87,Medium,31,6107,0,307,0,53,400,12,117,0,0,0,102
145,Illustrious,Super Rare,Royal Navy,CV,44,Heavy,30,6561,0,297,0,53,400,13,117,0,0,0,91
146,Victorious,Super Rare,Royal Navy,CV,82,Heavy,30,6262,0,289,0,53,410,13,104,0,0,0,90
147,Formidable,Super Rare,Royal Navy,CV,75,Heavy,30,6481,0,289,0,51,413,13,117,0,0,0,90
148,Glorious,Elite,Royal Navy,CV,32,Medium,30,6313,0,292,0,51,360,12,109,0,0,0,88
218,Hiyou,Rare,Sakura Empire,CVL,43,Medium,25,5204,0,247,0,68,279,11,157,81,0,0,78
219,Junyou,Rare,Sakura Empire,CVL,80,Medium,25,5204,0,247,0,68,279,11,157,79,0,0,78
220,Houshou,Elite,Sakura Empire,CVL,79,Medium,25,3621,0,257,0,67,286,11,176,92,0,0,81
221,Zuihou,Super Rare,Sakura Empire,CVL,55,Medium,28,4614,0,264,0,70,310,12,195,91,0,0,86
222,Shouhou,Rare,Sakura Empire,CVL,24,Medium,28,4283,0,248,0,70,279,10,178,84,0,0,78
223,Ryuujou,Elite,Sakura Empire,CVL,42,Medium,28,4279,0,252,0,82,347,11,179,72,0,0,90
224,Akagi,Super Rare,Sakura Empire,CV,42,Medium,31,6588,0,323,0,54,409,13,131,0,0,0,90
