ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
029,Omaha,Normal,Eagle Union,CL,67,Light,35,2936,134,257,196,108,0,8,172,75,0,0,135
030,Raleigh,Normal,Eagle Union,CL,82,Light,35,2936,134,257,196,108,0,8,172,75,0,0,135
031,Brooklyn,Rare,Eagle Union,CL,55,Light,32,3148,155,281,0,91,0,9,171,93,0,0,141
032,Phoenix,Rare,Eagle Union,CL,88,Light,32,3148,155,281,0,91,0,9,171,90,0,0,141
033,Helena,Elite,Eagle Union,CL,33,Light,32,3270,162,290,0,91,0,10,175,102,0,0,156
034,Atlanta,Rare,Eagle Union,CL,12,Light,32,3191,122,387,149,95,0,9,169,176,0,0,150
035,Juneau,Rare,Eagle Union,CL,18,Light,32,3191,122,387,149,95,0,9,169,176,0,0,150
036,San Diego,Super Rare,Eagle Union,CL,85,Light,32,3408,130,411,159,95,0,11,180,189,0,0,150
037,Cleveland,Elite,Eagle Union,CL,71,Light,32,3913,156,295,0,94,0,10,178,94,0,0,146
038,Columbia,Elite,Eagle Union,CL,70,Light,32,3913,159,295,0,94,0,10,177,94,0,0,145
104,Leander,Normal,Royal Navy,CL,44,Light,32,2946,138,294,256,109,0,8,162,117,0,0,129
105,Achilles,Rare,Royal Navy,CL,54,Light,32,2698,155,270,307,97,0,9,165,120,0,0,132
106,Ajax,Rare,Royal Navy,CL,74,Light,32,2698,155,270,307,97,0,9,165,120,0,0,132
107,Dido,Super Rare,Royal Navy,CL,85,Light,32,3399,149,355,168,97,0,11,183,158,0,0,143
110,Southampton,Rare,Royal Navy,CL,32,Light,32,3348,143,281,258,101,0,9,162,97,0,0,140
111,Sheffield,Elite,Royal Navy,CL,78,Light,32,3446,147,321,279,101,0,10,173,82,0,0,143
112,Manchester,Elite,Royal Navy,CL,41,Light,32,3310,134,303,258,107,0,10,165,128,0,0,141
113,Gloucester,Elite,Royal Navy,CL,45,Light,32,3444,147,290,266,101,0,10,167,133,0,0,140
114,Edinburgh,Elite,Royal Navy,CL,37,Light,32,4078,149,286,266,101,0,10,167,94,0,0,143
115,Belfast,Super Rare,Royal Navy,CL,88,Light,32,3604,169,268,322,96,0,11,173,136,0,0,143
116,Arethusa,Rare,Royal Navy,CL,69,Light,32,2566,147,296,256,101,0,9,177,108,0,0,152
117,Galatea,Rare,Royal Navy,CL,26,Light,32,2566,147,296,256,101,0,9,177,87,0,0,152
118,Aurora,Elite,Royal Navy,CL,84,Light,32,2643,153,305,264,101,0,10,184,102,0,0,153
179,Yuubari,Elite,Sakura Empire,CL,53,Light,35,1973,124,281,261,105,0,8,173,79,0,0,125
182,Nagara,Normal,Sakura Empire,CL,36,Light,36,2621,133,254,264,112,0,8,164,79,0,0,129
183,Isuzu,Rare,Sakura Empire,CL,33,Light,36,2915,113,314,208,101,0,9,167,93,0,0,129
184,Natori,Elite,Sakura Empire,CL,43,Light,36,2618,138,283,277,105,0,10,172,133,0,0,129
185,Yura,Elite,Sakura Empire,CL,40,Light,36,2629,138,277,277,105,0,10,172,133,0,0,129
186,Kinu,Elite,Sakura Empire,CL,52,Light,36,2618,140,278,274,105,0,10,171,116,0,0,129
187,Abukuma,Normal,Sakura Empire,CL,43,Light,36,2621,133,254,264,112,0,8,164,87,0,0,129
