ID,Ship Name,Rarity,Nation,Type,Luck,Armor,Speed,Health,Firepower,Anti-Air,Torpedo,Evasion,Aviation,Oil Consumption,Reload,Anti-Submarine,Oxygen,Ammunition,Accuracy
338,I-19,Super Rare,Sakura Empire,SS,19,Light,18,2166,59,0,549,45,0,7,110,0,200,2,170
339,I-26,Elite,Sakura Empire,SS,26,Light,18,2067,61,0,520,45,0,6,109,0,218,2,164
340,I-58,Elite,Sakura Empire,SS,58,Light,14,2080,59,0,503,37,0,6,79,0,268,2,169
341,U-81,Super Rare,Iron Blood,SS,23,Light,14,1309,50,0,555,37,0,7,109,0,188,2,174
342,Dace,Elite,Eagle Union,SS,68,Light,16,1692,71,0,503,41,0,6,90,0,243,2,178
343,U-47,Super Rare,Iron Blood,SS,32,Light,14,1297,48,0,530,37,0,7,110,0,193,2,178
344,U-557,Elite,Iron Blood,SS,18,Light,14,1261,44,0,499,37,0,6,84,0,188,2,166
350,Surcouf,Elite,Iris Libre,SS,60,Light,14,2819,139,0,509,22,0,6,76,0,180,2,167
358,Albacore,Super Rare,Eagle Union,SS,79,Light,16,1924,61,0,526,41,0,7,95,0,243,2,193
381,I-13,Super Rare,Sakura Empire,SSV,20,Light,13,2657,50,0,514,36,252,7,109,0,198,2,172
386,U-556,Elite,Iron Blood,SS,45,Light,14,1261,39,0,499,37,0,6,84,0,188,2,178
387,U-73,Elite,Iron Blood,SS,35,Light,14,1251,45,0,523,37,0,6,84,0,188,2,167
396,I-25,Elite,Sakura Empire,SS,25,Light,18,1946,65,0,514,45,0,6,70,0,218,2,178
397,I-56,Elite,Sakura Empire,SS,46,Light,14,2080,59,0,502,37,0,6,62,0,248,2,166
398,I-168,Super Rare,Sakura Empire,SS,22,Light,18,1993,65,0,539,43,0,7,115,0,195,2,172
399,U-101,Super Rare,Iron Blood,SS,68,Light,14,1297,48,0,530,37,0,7,110,0,190,2,175
400,U-522,Elite,Iron Blood,SS,22,Light,14,1496,43,0,505,37,0,6,84,0,228,2,178
402,Cavalla,Super Rare,Eagle Union,SS,78,Light,16,1899,65,0,524,41,0,7,93,0,243,2,192
416,U-110,Elite,Iron Blood,SS,28,Light,14,1463,48,0,499,37,0,6,82,0,208,2,178
446,Bluegill,Elite,Eagle Union,SS,65,Light,16,1692,71,0,499,41,0,6,87,0,243,2,175
467,U-96,Super Rare,Iron Blood,SS,62,Light,14,1306,53,0,536,37,0,7,109,0,188,2,183
477,Albacore µ,Elite,Eagle Union,SS,79,Light,16,1843,59,0,507,41,0,6,92,0,243,2,193
484,U-37,Super Rare,Iron Blood,SS,72,Light,14,1552,45,0,540,37,0,7,110,0,218,2,178
492,U-410,Elite,Iron Blood,SS,50,Light,14,1261,43,0,503,37,0,6,84,0,188,2,172
503,Torricelli,Elite,Sardegna Empire,SS,16,Light,14,1518,39,0,499,37,0,6,84,0,208,2,178
513,Archerfish,Super Rare,Eagle Union,SS,90,Light,16,1924,65,0,530,41,0,7,95,0,243,2,192
519,Nautilus,Elite,Eagle Union,SS,69,Light,13,2458,113,0,499,36,0,6,92,0,263,2,193
528,U-1206,Elite,Iron Blood,SS,20,Light,18,1258,45,0,499,37,0,6,85,0,198,2,175
558,Leonardo da Vinci,Super Rare,Sardegna Empire,SS,57,Light,18,1707,48,0,539,37,0,7,100,0,232,2,192
620,Flasher,Super Rare,Eagle Union,SS,82,Light,21,1911,59,0,527,41,0,7,95,0,243,2,195
650,U-31,Elite,Iron Blood,SS,32,Light,18,1164,45,0,509,37,0,6,87,0,188,2,166
658,Herring,Elite,Eagle Union,SS,54,Light,20,1692,71,0,505,40,0,6,92,0,243,2,196
679,Maggiore Baracca,Super Rare,Sardegna Empire,SS,19,Light,18,1707,43,0,530,37,0,7,100,0,232,2,180
695,U-552,Super Rare,Iron Blood,SS,52,Light,14,1306,60,0,560,37,0,7,110,0,188,2,201
10053,Minato Aqua,Super Rare,Hololive,SS,64,Light,18,1681,65,0,538,44,0,8,108,0,268,2,178
10076,Ami Futami,Elite,The Idolmaster,SS,74,Light,23,1506,48,0,512,42,0,6,116,0,248,2,202
10077,Mami Futami,Elite,The Idolmaster,SS,74,Light,23,1506,48,0,512,42,0,6,116,0,248,2,202
10103,Homura,Super Rare,Senran Kagura,SS,87,Light,23,2006,49,0,530,42,0,8,95,0,208,2,204
30021,U-556 META,Super Rare,META,SS,45,Light,18,1704,62,0,554,31,0,8,115,0,208,2,178
